Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
4.950,1961.65,-71.87,0.286531,0.00,379.555786,3992.10,0.000053,4365.00
5.000,2332.80,-71.87,0.218184,0.00,599.155579,4253.21,0.000080,5630.00
5.050,2293.34,-71.82,0.248265,0.00,498.536377,4230.61,0.000067,5605.00
5.100,2069.56,-71.84,0.266648,0.00,537.099182,4066.52,0.000057,4830.00
5.150,2007.94,-71.91,0.310934,0.00,615.366150,4035.04,0.000043,4610.00
5.200,2280.31,-71.88,0.231841,0.00,735.490173,4250.91,0.000074,5535.00
5.250,2214.30,-71.91,0.212757,0.00,555.565918,4193.95,0.000101,5285.00
5.300,2270.37,-71.75,0.197460,0.00,532.842712,4232.57,0.000119,5430.00
5.350,2109.69,-71.88,0.263400,0.00,831.037537,4108.26,0.000060,4925.00
5.400,1964.47,-72.01,0.320915,0.00,754.359863,3971.69,0.000044,4440.00
5.450,2168.99,-71.75,0.229598,5.00,1515.839355,4140.34,0.000120,5005.00
5.500,2100.29,-71.85,0.254434,0.00,1129.848022,4106.78,0.000073,4750.00
5.550,2218.33,-71.80,0.254345,0.00,462.217896,4210.52,0.000079,5230.00
5.600,2780.46,-71.86,0.129935,20.00,1287.111328,4539.70,0.000358,7070.00
5.650,2211.72,-71.68,0.237266,0.00,1128.843262,4200.01,0.000092,5290.00
5.700,2256.79,-71.80,0.243885,5.00,498.119843,4236.20,0.000088,5560.00
5.750,2565.27,-71.89,0.166867,10.00,917.530640,4419.57,0.000211,6450.00
5.800,2451.57,-71.89,0.185909,5.00,656.263000,4372.38,0.000155,6020.00
5.850,2258.15,-71.75,0.212924,0.00,632.657104,4234.11,0.000105,5290.00
5.900,2283.47,-71.80,0.184968,5.00,912.935303,4223.00,0.000176,5385.00
5.950,2494.62,-71.83,0.151779,5.00,389.914673,4355.92,0.000249,6120.00
6.000,2597.89,-71.88,0.156231,5.00,478.583527,4420.84,0.000246,6440.00
6.050,2295.93,-71.80,0.195299,0.00,779.735779,4228.97,0.000130,5530.00
6.100,2461.06,-71.84,0.169203,0.00,459.459717,4331.70,0.000176,6075.00
6.150,2662.42,-71.82,0.138039,10.00,724.030457,4455.03,0.000305,6700.00
6.200,2393.68,-71.85,0.203180,5.00,725.287964,4323.53,0.000130,5885.00
6.250,2364.94,-71.90,0.249562,10.00,679.066711,4343.75,0.000095,5900.00
6.300,2496.02,-71.74,0.215616,10.00,411.049103,4426.82,0.000132,6315.00
6.350,2665.29,-71.82,0.145362,10.00,674.649658,4499.84,0.000290,6770.00
6.400,2563.43,-71.88,0.131591,20.00,476.529541,4410.27,0.000346,6330.00
6.450,2691.10,-71.86,0.111714,40.00,412.083771,4446.97,0.000466,6700.00
6.500,2558.31,-71.80,0.135030,0.00,561.919922,4380.01,0.000292,6340.00
6.550,2519.09,-71.94,0.158302,0.00,413.147308,4377.30,0.000185,6240.00
6.600,2656.73,-71.94,0.122054,0.00,588.691772,4425.35,0.000314,6620.00
6.650,2348.70,-71.81,0.186322,0.00,609.045227,4246.48,0.000142,5645.00
6.700,2361.25,-71.86,0.201412,5.00,308.837219,4281.55,0.000132,5710.00
