Zeit (s),Spektral Centroid (Hz),Power (dB),Energy,Peak Frequenz (Hz),Spectral Flux,Bandbreite (Hz),Spectral Flatness,Spectral Rolloff (Hz)
4.850,9540.61,-23.82,0.305172,15910.00,960.243652,5398.81,0.028176,15945.00
4.900,9362.13,-23.91,0.303751,14805.00,954.032654,5364.30,0.028098,15710.00
4.950,9453.76,-23.94,0.299266,17135.00,955.842163,5331.45,0.028831,15795.00
5.000,9656.10,-23.92,0.303093,17710.00,958.243225,5370.89,0.027940,16045.00
5.050,9651.57,-23.68,0.307849,17390.00,976.552368,5418.85,0.028576,16165.00
5.100,9650.26,-23.72,0.303528,13940.00,946.849976,5377.11,0.028943,16050.00
5.150,9629.20,-23.84,0.301260,11780.00,953.918640,5443.25,0.028910,16140.00
5.200,9661.49,-23.68,0.307235,12940.00,977.344055,5390.24,0.029129,16095.00
5.250,9575.71,-23.72,0.309001,15435.00,971.624512,5353.32,0.028619,15940.00
5.300,9625.03,-23.75,0.310017,10170.00,975.367432,5373.59,0.028278,16010.00
5.350,9571.77,-23.66,0.307924,10165.00,951.298645,5378.38,0.028990,15920.00
5.400,9489.62,-23.74,0.304734,15615.00,981.185852,5314.49,0.029386,15780.00
5.450,9510.34,-23.75,0.305691,3940.00,954.025391,5383.67,0.028672,15965.00
5.500,9534.54,-23.84,0.303585,13205.00,963.320068,5384.37,0.028173,15985.00
5.550,9439.58,-23.97,0.303059,11650.00,958.389954,5362.92,0.027533,15775.00
5.600,9558.50,-23.87,0.300132,9320.00,953.941406,5415.05,0.029117,15975.00
5.650,9591.89,-23.80,0.302820,7085.00,944.452942,5361.45,0.028764,16020.00
5.700,9516.48,-23.76,0.308148,18470.00,942.402100,5350.52,0.028014,15910.00
5.750,9657.75,-23.68,0.311292,18475.00,967.511841,5382.34,0.028399,16100.00
5.800,9572.88,-23.70,0.309063,18055.00,983.264587,5399.98,0.028066,16045.00
5.850,9513.34,-23.64,0.310518,1645.00,992.723450,5413.91,0.028104,15975.00
5.900,9570.63,-23.62,0.312070,12545.00,981.227051,5414.66,0.028866,16010.00
5.950,9630.55,-23.68,0.307190,14735.00,972.196228,5402.91,0.029340,16005.00
6.000,9505.37,-23.76,0.304528,5840.00,970.588623,5393.85,0.028876,16025.00
6.050,9524.42,-23.71,0.305245,7960.00,948.641968,5417.61,0.028396,16045.00
6.100,9571.54,-23.81,0.306842,15385.00,979.331238,5440.50,0.028098,16080.00
6.150,9586.96,-23.73,0.307798,13735.00,973.586731,5359.79,0.028352,16020.00
6.200,9469.85,-23.72,0.308459,13735.00,954.594116,5376.15,0.028187,15940.00
6.250,9470.90,-23.80,0.305561,9220.00,954.873108,5381.19,0.028456,15945.00
6.300,9544.01,-23.94,0.299662,16310.00,941.421936,5382.17,0.028533,16015.00
6.350,9578.47,-23.91,0.301986,7440.00,952.796509,5400.37,0.028277,16075.00
6.400,9603.57,-23.68,0.308470,6440.00,951.036987,5362.93,0.029030,16040.00
6.450,9612.46,-23.65,0.311689,17410.00,976.735718,5353.67,0.028895,16000.00
6.500,9570.35,-23.54,0.310090,17275.00,976.909180,5374.19,0.029496,15995.00
6.550,9546.58,-23.68,0.307917,18025.00,976.594299,5409.76,0.029058,16040.00
6.600,9535.63,-23.61,0.305379,14160.00,965.999878,5439.36,0.029849,16065.00
6.650,9625.06,-23.64,0.306143,17020.00,966.077637,5391.98,0.029524,16135.00
6.700,9610.22,-23.65,0.308895,9815.00,960.020752,5324.68,0.028806,16020.00
6.750,9722.46,-23.69,0.305415,16405.00,959.986328,5373.74,0.029895,16160.00
6.800,9622.87,-23.68,0.308301,16410.00,980.706482,5414.38,0.029248,16110.00
6.850,9567.11,-23.71,0.306333,16725.00,965.510620,5410.25,0.029416,16030.00
6.900,9574.52,-23.66,0.308416,5075.00,954.440430,5340.94,0.029277,15950.00
6.950,9623.36,-23.58,0.309762,2970.00,954.283936,5371.32,0.029678,16025.00
7.000,9546.56,-23.64,0.310026,18235.00,978.981018,5440.93,0.028981,16050.00
7.050,9491.74,-23.73,0.306519,12025.00,969.215698,5399.59,0.028703,15955.00
7.100,9410.39,-23.72,0.306381,14425.00,955.283508,5392.05,0.028763,15795.00
7.150,9392.05,-23.60,0.304381,12735.00,964.904846,5366.01,0.029873,15815.00
7.200,9536.09,-23.68,0.304364,18175.00,958.701660,5470.97,0.029415,16140.00
7.250,9601.46,-23.70,0.305703,10815.00,935.242371,5467.43,0.028726,16210.00
7.300,9631.10,-23.66,0.307160,10815.00,967.237610,5442.81,0.029166,16170.00
7.350,9549.86,-23.76,0.306849,11960.00,961.853210,5386.84,0.028487,16070.00
7.400,9458.13,-23.83,0.305780,8060.00,980.602173,5381.54,0.028304,16015.00
7.450,9249.93,-23.84,0.301315,8060.00,943.993103,5368.98,0.028952,15695.00
